stdDay,22D_alpha,predicted_22D_alpha,22D_Infected,predicted_22D_Infected
2023-02-19,0.161677538,0.334327847,13597.92,13724.05292
2023-02-20,0.428912795,0.307870299,13534.56,13386.69579
2023-02-21,0.455530024,0.309305012,13324.32,13492.14108
2023-02-22,0.386762957,0.331855386,13282.56,13221.75856
2023-02-23,0.347243947,0.334598124,13180.32,13082.29853
2023-02-24,0.340528071,0.28632763,12981.6,13033.38465
2023-02-25,0.338496827,0.337066442,12836.88,12886.94478
2023-02-26,0.143718367,0.344865054,12743.28,12689.52557
2023-02-27,0.386960789,0.348269165,12597,12367.91114
2023-02-28,0.449170654,0.332036763,12225.94,12356.47504
2023-03-01,0.294817663,0.40067777,11992.5,11582.2189
2023-03-02,0.410513014,0.361533672,11361.07,12022.48898
2023-03-03,0.461761162,0.327567756,11389.48,11681.7481
2023-03-04,0.382825175,0.290790081,11710.96,11436.36658
2023-03-05,0.190063761,0.292747319,11759.17,11865.09548
2023-03-06,0.495897983,0.325170845,11913.94,12149.99609
2023-03-07,0.485715522,0.380421877,12309.91,12090.31793
2023-03-08,0.399075428,0.340616703,12492.15,12860.53832
2023-03-09,0.360532792,0.305186331,13050.93,12501.12839
2023-03-10,0.363895211,0.319083303,13060.31,12846.72677
2023-03-11,0.325166385,0.305824131,12855.96,12934.38977
2023-03-12,0.145665182,0.332823306,12732.01,12703.7626
2023-03-13,0.379574136,0.368869036,12581.28,12279.01717
2023-03-14,0.399182872,0.418857753,12133.65,12116.1719
2023-03-15,0.3433958,0.373695672,11685.09,11735.16884
2023-03-16,0.318772958,0.349107981,11301.34,11236.90103
2023-03-17,0.345358228,0.329511374,10867.87,10892.44664
2023-03-18,0.3391518,0.356045455,10474.66,10610.04152
2023-03-19,0.170803962,0.328558356,10226.16,10429.34495
2023-03-20,0.494838251,0.323261559,10181.92,10321.77364
2023-03-21,0.542346988,0.353476137,10277.12,10454.88778
2023-03-22,0.45585359,0.227417588,10552.64,10571.62461
2023-03-23,0.407196205,0.271300584,10855.04,10854.23733
2023-03-24,0.390259039,0.319135934,11165.28,11076.08254
2023-03-25,0.340849998,0.315817952,11392.64,11284.92368
2023-03-26,0.116347469,0.348124892,11514.72,11234.93987
2023-03-27,0.32031437,0.396310389,11355.33,10959.84932
2023-03-28,0.356644611,0.365314543,10808.14,10651.378
2023-03-29,0.308456739,0.293885529,10138.11,10110.288
2023-03-30,0.317421856,0.400673091,9483.52,9551.793125
2023-03-31,0.315845138,0.367719501,8935.06,8850.734122
2023-04-01,0.33409944,0.31938529,8338.87,8477.595797
2023-04-02,0.17795584,0.373577297,7911.93,8364.35479
2023-04-03,0.50457864,0.404816836,7936.11,8046.847672
2023-04-04,0.523854409,0.285617262,8071.44,8071.088291
2023-04-05,0.444787454,0.384254038,8208.72,8263.945838
2023-04-06,0.37142796,0.330811054,8404.5,8245.668763
2023-04-07,0.346790666,0.32866165,8442.33,8440.219222
2023-04-08,0.338293993,0.32241869,8478.21,8469.126116
2023-04-09,0.10218637,0.306020558,8505.12,8270.738518
2023-04-10,0.30497332,0.283080488,8296.99,7921.436601
2023-04-11,0.36417786,0.394208193,7727.59,7710.339781
2023-04-12,0.322988712,0.344812095,7181.2,7174.879861
2023-04-13,0.356182846,0.366860509,6667.57,6869.387869
2023-04-14,0.366179801,0.356822163,6378.06,6426.889505
2023-04-15,0.330807527,0.375112712,6147.83,6043.721315
2023-04-16,0.204634286,0.363070011,5825.56,6275.966955
2023-04-17,0.530630312,0.373159111,5946.98,6054.273019
2023-04-18,0.539612841,0.31259048,6180.46,6132.612037
2023-04-19,0.447568573,0.353620172,6373.38,6372.582976
2023-04-20,0.405632548,0.385371208,6571.5,6476.0097
2023-04-21,0.398068448,0.260717243,6677.32,6687.413461
2023-04-22,0.342657787,0.226158947,6795.1,6457.303842
2023-04-23,0.11623898,0.203373596,6902.74,6274.742032
2023-04-24,0.32636768,0.233133823,6752.92,6345.444354
2023-04-25,0.377961545,0.27707845,6386.74,5777.561401
2023-04-26,0.347921734,0.339034379,6032.14,5236.48511
2023-04-27,0.342735963,0.33606714,5741.99,4967.03335
2023-04-28,0.385318841,0.384534776,5473.63,4722.394277
2023-04-29,0.359863782,0.325334609,5261.54,4538.016913
2023-04-30,0.193550116,0.28138566,5093.14,4333.747089
2023-05-01,0.468683395,0.384331018,5160.59,4534.428492
2023-05-02,0.581472609,0.278176904,5236.97,4457.617949
2023-05-03,0.544938543,0.355053782,5469.34,4147.165425
2023-05-04,0,0.40880245,5795.95,4099.135686
