stdDay,incDec,alpha_variants,delta_variants
2021-04-12,18.0,4.68,0.36
2021-04-13,14.0,3.64,0.28
2021-04-14,10.0,2.6,0.2
2021-04-15,4.0,1.04,0.08
2021-04-16,13.0,3.38,0.26
2021-04-17,7.0,1.82,0.14
2021-04-18,22.0,5.720000000000001,0.44
2021-04-19,13.0,3.38,0.26
2021-04-20,16.0,4.16,0.32
2021-04-21,8.0,2.08,0.16
2021-04-22,6.0,1.56,0.12
2021-04-23,10.0,2.6,0.2
2021-04-24,14.0,3.64,0.28
2021-04-25,6.0,1.56,0.12
2021-04-26,7.0,2.17,0.28
2021-04-27,14.0,4.34,0.56
2021-04-28,38.0,11.78,1.52
2021-04-29,16.0,4.96,0.64
2021-04-30,12.0,3.7199999999999998,0.48
2021-05-01,17.0,5.27,0.68
2021-05-02,16.0,4.96,0.64
2021-05-03,10.0,3.1,0.4
2021-05-04,19.0,5.89,0.76
2021-05-05,10.0,3.1,0.4
2021-05-06,15.0,4.65,0.6
2021-05-07,9.0,2.79,0.36
2021-05-08,3.0,0.9299999999999999,0.12
2021-05-09,10.0,3.1,0.4
2021-05-10,15.0,4.35,0.44999999999999996
2021-05-11,18.0,5.22,0.54
2021-05-12,10.0,2.9,0.3
2021-05-13,19.0,5.51,0.57
2021-05-14,22.0,6.38,0.6599999999999999
2021-05-15,12.0,3.4799999999999995,0.36
2021-05-16,18.0,5.22,0.54
2021-05-17,16.0,4.64,0.48
2021-05-18,15.0,4.35,0.44999999999999996
2021-05-19,17.0,4.93,0.51
2021-05-20,19.0,5.51,0.57
2021-05-21,41.0,11.889999999999999,1.23
2021-05-22,17.0,4.93,0.51
2021-05-23,24.0,6.959999999999999,0.72
2021-05-24,31.0,1.55,0.9299999999999999
2021-05-25,22.0,1.1,0.6599999999999999
2021-05-26,19.0,0.9500000000000001,0.57
2021-05-27,17.0,0.8500000000000001,0.51
2021-05-28,21.0,1.05,0.63
2021-05-29,12.0,0.6000000000000001,0.36
2021-05-30,7.0,0.35000000000000003,0.21
2021-05-31,4.0,0.2,0.12
2021-06-01,12.0,0.6000000000000001,0.36
2021-06-02,7.0,0.35000000000000003,0.21
2021-06-03,13.0,0.65,0.39
2021-06-04,9.0,0.45,0.27
2021-06-05,10.0,0.5,0.3
2021-06-06,13.0,0.65,0.39
2021-06-07,9.0,1.08,1.2600000000000002
2021-06-08,4.0,0.48,0.56
2021-06-09,5.0,0.6,0.7000000000000001
2021-06-10,7.0,0.84,0.9800000000000001
2021-06-11,5.0,0.6,0.7000000000000001
2021-06-12,5.0,0.6,0.7000000000000001
2021-06-13,10.0,1.2,1.4000000000000001
2021-06-14,7.0,0.84,0.9800000000000001
2021-06-15,7.0,0.84,0.9800000000000001
2021-06-16,8.0,0.96,1.12
2021-06-17,5.0,0.6,0.7000000000000001
2021-06-18,7.0,0.84,0.9800000000000001
2021-06-19,12.0,1.44,1.6800000000000002
2021-06-20,10.0,1.2,1.4000000000000001
2021-06-21,11.0,1.3199999999999998,4.29
2021-06-22,12.0,1.44,4.68
2021-06-23,9.0,1.08,3.5100000000000002
2021-06-24,7.0,0.84,2.73
2021-06-25,4.0,0.48,1.56
2021-06-26,7.0,0.84,2.73
2021-06-27,24.0,2.88,9.36
2021-06-28,8.0,0.96,3.12
2021-06-29,11.0,1.3199999999999998,4.29
2021-06-30,8.0,0.96,3.12
2021-07-01,15.0,1.7999999999999998,5.8500000000000005
2021-07-02,27.0,3.2399999999999998,10.530000000000001
2021-07-03,16.0,1.92,6.24
2021-07-04,7.0,0.84,2.73
2021-07-05,12.0,0.72,7.08
2021-07-06,13.0,0.78,7.67
2021-07-07,16.0,0.96,9.44
2021-07-08,78.0,4.68,46.019999999999996
2021-07-09,52.0,3.12,30.68
2021-07-10,29.0,1.74,17.11
2021-07-11,32.0,1.92,18.88
2021-07-12,45.0,2.6999999999999997,26.549999999999997
2021-07-13,36.0,2.16,21.24
2021-07-14,36.0,2.16,21.24
2021-07-15,51.0,3.06,30.09
2021-07-16,39.0,2.34,23.009999999999998
2021-07-17,52.0,3.12,30.68
2021-07-18,40.0,2.4,23.599999999999998
2021-07-19,33.0,0.99,25.41
2021-07-20,30.0,0.8999999999999999,23.1
2021-07-21,49.0,1.47,37.730000000000004
2021-07-22,39.0,1.17,30.03
2021-07-23,28.0,0.84,21.560000000000002
2021-07-24,39.0,1.17,30.03
2021-07-25,47.0,1.41,36.19
2021-07-26,65.0,1.95,50.050000000000004
2021-07-27,38.0,1.14,29.26
2021-07-28,31.0,0.9299999999999999,23.87
2021-07-29,47.0,1.41,36.19
2021-07-30,37.0,1.1099999999999999,28.490000000000002
2021-07-31,63.0,1.89,48.51
2021-08-01,46.0,1.38,35.42
2021-08-02,38.0,0.38,36.1
2021-08-03,51.0,0.51,48.449999999999996
2021-08-04,55.0,0.55,52.25
2021-08-05,71.0,0.71,67.45
2021-08-06,53.0,0.53,50.349999999999994
2021-08-07,54.0,0.54,51.3
2021-08-08,86.0,0.86,81.7
2021-08-09,68.0,0.68,64.6
2021-08-10,66.0,0.66,62.699999999999996
2021-08-11,86.0,0.86,81.7
2021-08-12,85.0,0.85,80.75
2021-08-13,72.0,0.72,68.39999999999999
2021-08-14,64.0,0.64,60.8
2021-08-15,62.0,0.62,58.9
