stdDay,incDec,alpha_variants,delta_variants
2021-04-12,4.0,1.04,0.08
2021-04-13,9.0,2.34,0.18
2021-04-14,5.0,1.3,0.1
2021-04-15,4.0,1.04,0.08
2021-04-16,11.0,2.8600000000000003,0.22
2021-04-17,4.0,1.04,0.08
2021-04-18,13.0,3.38,0.26
2021-04-19,11.0,2.8600000000000003,0.22
2021-04-20,4.0,1.04,0.08
2021-04-21,17.0,4.42,0.34
2021-04-22,9.0,2.34,0.18
2021-04-23,16.0,4.16,0.32
2021-04-24,15.0,3.9000000000000004,0.3
2021-04-25,8.0,2.08,0.16
2021-04-26,15.0,4.65,0.6
2021-04-27,6.0,1.8599999999999999,0.24
2021-04-28,12.0,3.7199999999999998,0.48
2021-04-29,8.0,2.48,0.32
2021-04-30,4.0,1.24,0.16
2021-05-01,4.0,1.24,0.16
2021-05-02,15.0,4.65,0.6
2021-05-03,5.0,1.55,0.2
2021-05-04,4.0,1.24,0.16
2021-05-05,8.0,2.48,0.32
2021-05-06,8.0,2.48,0.32
2021-05-07,21.0,6.51,0.84
2021-05-08,5.0,1.55,0.2
2021-05-09,6.0,1.8599999999999999,0.24
2021-05-10,9.0,2.61,0.27
2021-05-11,24.0,6.959999999999999,0.72
2021-05-12,22.0,6.38,0.6599999999999999
2021-05-13,23.0,6.67,0.69
2021-05-14,11.0,3.19,0.32999999999999996
2021-05-15,11.0,3.19,0.32999999999999996
2021-05-16,14.0,4.06,0.42
2021-05-17,27.0,7.829999999999999,0.8099999999999999
2021-05-18,11.0,3.19,0.32999999999999996
2021-05-19,4.0,1.16,0.12
2021-05-20,15.0,4.35,0.44999999999999996
2021-05-21,13.0,3.7699999999999996,0.39
2021-05-22,15.0,4.35,0.44999999999999996
2021-05-23,9.0,2.61,0.27
2021-05-24,16.0,0.8,0.48
2021-05-25,21.0,1.05,0.63
2021-05-26,21.0,1.05,0.63
2021-05-27,15.0,0.75,0.44999999999999996
2021-05-28,8.0,0.4,0.24
2021-05-29,9.0,0.45,0.27
2021-05-30,9.0,0.45,0.27
2021-05-31,13.0,0.65,0.39
2021-06-01,5.0,0.25,0.15
2021-06-02,5.0,0.25,0.15
2021-06-03,4.0,0.2,0.12
2021-06-04,7.0,0.35000000000000003,0.21
2021-06-05,9.0,0.45,0.27
2021-06-06,2.0,0.1,0.06
2021-06-07,4.0,0.48,0.56
2021-06-08,1.0,0.12,0.14
2021-06-09,7.0,0.84,0.9800000000000001
2021-06-10,4.0,0.48,0.56
2021-06-11,1.0,0.12,0.14
2021-06-12,7.0,0.84,0.9800000000000001
2021-06-13,3.0,0.36,0.42000000000000004
2021-06-14,4.0,0.48,0.56
2021-06-15,4.0,0.48,0.56
2021-06-16,1.0,0.12,0.14
2021-06-17,6.0,0.72,0.8400000000000001
2021-06-18,2.0,0.24,0.28
2021-06-19,4.0,0.48,0.56
2021-06-20,3.0,0.36,0.42000000000000004
2021-06-21,2.0,0.24,0.78
2021-06-22,2.0,0.24,0.78
2021-06-23,4.0,0.48,1.56
2021-06-24,1.0,0.12,0.39
2021-06-25,5.0,0.6,1.9500000000000002
2021-06-26,8.0,0.96,3.12
2021-06-27,12.0,1.44,4.68
2021-06-28,7.0,0.84,2.73
2021-06-29,2.0,0.24,0.78
2021-06-30,6.0,0.72,2.34
2021-07-01,7.0,0.84,2.73
2021-07-02,2.0,0.24,0.78
2021-07-03,3.0,0.36,1.17
2021-07-04,3.0,0.36,1.17
2021-07-05,7.0,0.42,4.13
2021-07-06,4.0,0.24,2.36
2021-07-07,11.0,0.6599999999999999,6.489999999999999
2021-07-08,2.0,0.12,1.18
2021-07-09,4.0,0.24,2.36
2021-07-10,21.0,1.26,12.389999999999999
2021-07-11,23.0,1.38,13.569999999999999
2021-07-12,14.0,0.84,8.26
2021-07-13,9.0,0.54,5.31
2021-07-14,15.0,0.8999999999999999,8.85
2021-07-15,21.0,1.26,12.389999999999999
2021-07-16,23.0,1.38,13.569999999999999
2021-07-17,12.0,0.72,7.08
2021-07-18,23.0,1.38,13.569999999999999
2021-07-19,14.0,0.42,10.780000000000001
2021-07-20,25.0,0.75,19.25
2021-07-21,23.0,0.69,17.71
2021-07-22,11.0,0.32999999999999996,8.47
2021-07-23,9.0,0.27,6.93
2021-07-24,9.0,0.27,6.93
2021-07-25,13.0,0.39,10.01
2021-07-26,18.0,0.54,13.86
2021-07-27,23.0,0.69,17.71
2021-07-28,27.0,0.8099999999999999,20.79
2021-07-29,39.0,1.17,30.03
2021-07-30,25.0,0.75,19.25
2021-07-31,22.0,0.6599999999999999,16.94
2021-08-01,14.0,0.42,10.780000000000001
2021-08-02,17.0,0.17,16.15
2021-08-03,18.0,0.18,17.099999999999998
2021-08-04,16.0,0.16,15.2
2021-08-05,17.0,0.17,16.15
2021-08-06,14.0,0.14,13.299999999999999
2021-08-07,18.0,0.18,17.099999999999998
2021-08-08,32.0,0.32,30.4
2021-08-09,19.0,0.19,18.05
2021-08-10,15.0,0.15,14.25
2021-08-11,20.0,0.2,19.0
2021-08-12,20.0,0.2,19.0
2021-08-13,15.0,0.15,14.25
2021-08-14,17.0,0.17,16.15
2021-08-15,29.0,0.29,27.549999999999997
