stdDay,incDec,alpha_variants,delta_variants
2021-04-12,17.0,4.42,0.34
2021-04-13,13.0,3.38,0.26
2021-04-14,11.0,2.8600000000000003,0.22
2021-04-15,10.0,2.6,0.2
2021-04-16,6.0,1.56,0.12
2021-04-17,4.0,1.04,0.08
2021-04-18,5.0,1.3,0.1
2021-04-19,21.0,5.46,0.42
2021-04-20,8.0,2.08,0.16
2021-04-21,17.0,4.42,0.34
2021-04-22,13.0,3.38,0.26
2021-04-23,2.0,0.52,0.04
2021-04-24,10.0,2.6,0.2
2021-04-25,6.0,1.56,0.12
2021-04-26,4.0,1.24,0.16
2021-04-27,8.0,2.48,0.32
2021-04-28,10.0,3.1,0.4
2021-04-29,4.0,1.24,0.16
2021-04-30,31.0,9.61,1.24
2021-05-01,13.0,4.03,0.52
2021-05-02,9.0,2.79,0.36
2021-05-03,5.0,1.55,0.2
2021-05-04,13.0,4.03,0.52
2021-05-05,18.0,5.58,0.72
2021-05-06,18.0,5.58,0.72
2021-05-07,7.0,2.17,0.28
2021-05-08,9.0,2.79,0.36
2021-05-09,2.0,0.62,0.08
2021-05-10,4.0,1.16,0.12
2021-05-11,7.0,2.03,0.21
2021-05-12,8.0,2.32,0.24
2021-05-13,18.0,5.22,0.54
2021-05-14,31.0,8.99,0.9299999999999999
2021-05-15,10.0,2.9,0.3
2021-05-16,4.0,1.16,0.12
2021-05-17,2.0,0.58,0.06
2021-05-18,12.0,3.4799999999999995,0.36
2021-05-19,10.0,2.9,0.3
2021-05-20,8.0,2.32,0.24
2021-05-21,15.0,4.35,0.44999999999999996
2021-05-22,5.0,1.45,0.15
2021-05-23,12.0,3.4799999999999995,0.36
2021-05-24,11.0,0.55,0.32999999999999996
2021-05-25,15.0,0.75,0.44999999999999996
2021-05-26,17.0,0.8500000000000001,0.51
2021-05-27,23.0,1.1500000000000001,0.69
2021-05-28,18.0,0.9,0.54
2021-05-29,11.0,0.55,0.32999999999999996
2021-05-30,7.0,0.35000000000000003,0.21
2021-05-31,6.0,0.30000000000000004,0.18
2021-06-01,19.0,0.9500000000000001,0.57
2021-06-02,23.0,1.1500000000000001,0.69
2021-06-03,15.0,0.75,0.44999999999999996
2021-06-04,18.0,0.9,0.54
2021-06-05,31.0,1.55,0.9299999999999999
2021-06-06,18.0,0.9,0.54
2021-06-07,20.0,2.4,2.8000000000000003
2021-06-08,22.0,2.6399999999999997,3.08
2021-06-09,25.0,3.0,3.5000000000000004
2021-06-10,22.0,2.6399999999999997,3.08
2021-06-11,15.0,1.7999999999999998,2.1
2021-06-12,22.0,2.6399999999999997,3.08
2021-06-13,11.0,1.3199999999999998,1.54
2021-06-14,10.0,1.2,1.4000000000000001
2021-06-15,15.0,1.7999999999999998,2.1
2021-06-16,29.0,3.48,4.0600000000000005
2021-06-17,18.0,2.16,2.5200000000000005
2021-06-18,13.0,1.56,1.8200000000000003
2021-06-19,5.0,0.6,0.7000000000000001
2021-06-20,8.0,0.96,1.12
2021-06-21,15.0,1.7999999999999998,5.8500000000000005
2021-06-22,31.0,3.7199999999999998,12.09
2021-06-23,58.0,6.96,22.62
2021-06-24,15.0,1.7999999999999998,5.8500000000000005
2021-06-25,9.0,1.08,3.5100000000000002
2021-06-26,13.0,1.56,5.07
2021-06-27,15.0,1.7999999999999998,5.8500000000000005
2021-06-28,7.0,0.84,2.73
2021-06-29,25.0,3.0,9.75
2021-06-30,26.0,3.12,10.14
2021-07-01,16.0,1.92,6.24
2021-07-02,25.0,3.0,9.75
2021-07-03,28.0,3.36,10.92
2021-07-04,32.0,3.84,12.48
2021-07-05,19.0,1.14,11.209999999999999
2021-07-06,26.0,1.56,15.34
2021-07-07,30.0,1.7999999999999998,17.7
2021-07-08,13.0,0.78,7.67
2021-07-09,29.0,1.74,17.11
2021-07-10,48.0,2.88,28.32
2021-07-11,32.0,1.92,18.88
2021-07-12,25.0,1.5,14.75
2021-07-13,31.0,1.8599999999999999,18.29
2021-07-14,41.0,2.46,24.189999999999998
2021-07-15,60.0,3.5999999999999996,35.4
2021-07-16,49.0,2.94,28.91
2021-07-17,33.0,1.98,19.47
2021-07-18,45.0,2.6999999999999997,26.549999999999997
2021-07-19,83.0,2.4899999999999998,63.910000000000004
2021-07-20,73.0,2.19,56.21
2021-07-21,73.0,2.19,56.21
2021-07-22,81.0,2.4299999999999997,62.370000000000005
2021-07-23,67.0,2.01,51.59
2021-07-24,68.0,2.04,52.36
2021-07-25,54.0,1.6199999999999999,41.58
2021-07-26,71.0,2.13,54.67
2021-07-27,71.0,2.13,54.67
2021-07-28,75.0,2.25,57.75
2021-07-29,69.0,2.07,53.13
2021-07-30,85.0,2.55,65.45
2021-07-31,86.0,2.58,66.22
2021-08-01,69.0,2.07,53.13
2021-08-02,64.0,0.64,60.8
2021-08-03,78.0,0.78,74.1
2021-08-04,59.0,0.59,56.05
2021-08-05,70.0,0.7000000000000001,66.5
2021-08-06,50.0,0.5,47.5
2021-08-07,57.0,0.5700000000000001,54.15
2021-08-08,33.0,0.33,31.349999999999998
2021-08-09,42.0,0.42,39.9
2021-08-10,51.0,0.51,48.449999999999996
2021-08-11,43.0,0.43,40.85
2021-08-12,51.0,0.51,48.449999999999996
2021-08-13,58.0,0.58,55.099999999999994
2021-08-14,42.0,0.42,39.9
2021-08-15,44.0,0.44,41.8
