stdDay,incDec,alpha_variants,delta_variants
2021-04-12,47.0,12.22,0.9400000000000001
2021-04-13,39.0,10.14,0.78
2021-04-14,49.0,12.74,0.98
2021-04-15,54.0,14.040000000000001,1.08
2021-04-16,44.0,11.440000000000001,0.88
2021-04-17,35.0,9.1,0.7000000000000001
2021-04-18,31.0,8.06,0.62
2021-04-19,26.0,6.76,0.52
2021-04-20,29.0,7.54,0.58
2021-04-21,33.0,8.58,0.66
2021-04-22,37.0,9.620000000000001,0.74
2021-04-23,33.0,8.58,0.66
2021-04-24,44.0,11.440000000000001,0.88
2021-04-25,43.0,11.18,0.86
2021-04-26,25.0,7.75,1.0
2021-04-27,30.0,9.3,1.2
2021-04-28,33.0,10.23,1.32
2021-04-29,40.0,12.4,1.6
2021-04-30,32.0,9.92,1.28
2021-05-01,29.0,8.99,1.16
2021-05-02,33.0,10.23,1.32
2021-05-03,16.0,4.96,0.64
2021-05-04,16.0,4.96,0.64
2021-05-05,23.0,7.13,0.92
2021-05-06,28.0,8.68,1.12
2021-05-07,21.0,6.51,0.84
2021-05-08,27.0,8.37,1.08
2021-05-09,10.0,3.1,0.4
2021-05-10,20.0,5.8,0.6
2021-05-11,14.0,4.06,0.42
2021-05-12,10.0,2.9,0.3
2021-05-13,20.0,5.8,0.6
2021-05-14,24.0,6.959999999999999,0.72
2021-05-15,42.0,12.18,1.26
2021-05-16,31.0,8.99,0.9299999999999999
2021-05-17,12.0,3.4799999999999995,0.36
2021-05-18,13.0,3.7699999999999996,0.39
2021-05-19,27.0,7.829999999999999,0.8099999999999999
2021-05-20,17.0,4.93,0.51
2021-05-21,15.0,4.35,0.44999999999999996
2021-05-22,28.0,8.12,0.84
2021-05-23,15.0,4.35,0.44999999999999996
2021-05-24,15.0,0.75,0.44999999999999996
2021-05-25,16.0,0.8,0.48
2021-05-26,22.0,1.1,0.6599999999999999
2021-05-27,18.0,0.9,0.54
2021-05-28,13.0,0.65,0.39
2021-05-29,14.0,0.7000000000000001,0.42
2021-05-30,13.0,0.65,0.39
2021-05-31,17.0,0.8500000000000001,0.51
2021-06-01,28.0,1.4000000000000001,0.84
2021-06-02,21.0,1.05,0.63
2021-06-03,32.0,1.6,0.96
2021-06-04,14.0,0.7000000000000001,0.42
2021-06-05,17.0,0.8500000000000001,0.51
2021-06-06,21.0,1.05,0.63
2021-06-07,12.0,1.44,1.6800000000000002
2021-06-08,15.0,1.7999999999999998,2.1
2021-06-09,16.0,1.92,2.24
2021-06-10,15.0,1.7999999999999998,2.1
2021-06-11,28.0,3.36,3.9200000000000004
2021-06-12,26.0,3.12,3.6400000000000006
2021-06-13,13.0,1.56,1.8200000000000003
2021-06-14,17.0,2.04,2.3800000000000003
2021-06-15,9.0,1.08,1.2600000000000002
2021-06-16,16.0,1.92,2.24
2021-06-17,17.0,2.04,2.3800000000000003
2021-06-18,10.0,1.2,1.4000000000000001
2021-06-19,18.0,2.16,2.5200000000000005
2021-06-20,21.0,2.52,2.9400000000000004
2021-06-21,14.0,1.68,5.46
2021-06-22,6.0,0.72,2.34
2021-06-23,16.0,1.92,6.24
2021-06-24,20.0,2.4,7.800000000000001
2021-06-25,27.0,3.2399999999999998,10.530000000000001
2021-06-26,31.0,3.7199999999999998,12.09
2021-06-27,12.0,1.44,4.68
2021-06-28,38.0,4.56,14.82
2021-06-29,9.0,1.08,3.5100000000000002
2021-06-30,14.0,1.68,5.46
2021-07-01,18.0,2.16,7.0200000000000005
2021-07-02,29.0,3.48,11.31
2021-07-03,39.0,4.68,15.21
2021-07-04,28.0,3.36,10.92
2021-07-05,25.0,1.5,14.75
2021-07-06,29.0,1.74,17.11
2021-07-07,34.0,2.04,20.06
2021-07-08,55.0,3.3,32.449999999999996
2021-07-09,58.0,3.48,34.22
2021-07-10,61.0,3.6599999999999997,35.989999999999995
2021-07-11,56.0,3.36,33.04
2021-07-12,44.0,2.6399999999999997,25.959999999999997
2021-07-13,50.0,3.0,29.5
2021-07-14,63.0,3.78,37.169999999999995
2021-07-15,65.0,3.9,38.35
2021-07-16,50.0,3.0,29.5
2021-07-17,62.0,3.7199999999999998,36.58
2021-07-18,70.0,4.2,41.3
2021-07-19,65.0,1.95,50.050000000000004
2021-07-20,49.0,1.47,37.730000000000004
2021-07-21,102.0,3.06,78.54
2021-07-22,104.0,3.12,80.08
2021-07-23,116.0,3.48,89.32000000000001
2021-07-24,116.0,3.48,89.32000000000001
2021-07-25,108.0,3.2399999999999998,83.16
2021-07-26,89.0,2.67,68.53
2021-07-27,66.0,1.98,50.82
2021-07-28,102.0,3.06,78.54
2021-07-29,82.0,2.46,63.14
2021-07-30,78.0,2.34,60.06
2021-07-31,72.0,2.16,55.44
2021-08-01,58.0,1.74,44.660000000000004
2021-08-02,72.0,0.72,68.39999999999999
2021-08-03,69.0,0.6900000000000001,65.55
2021-08-04,111.0,1.11,105.44999999999999
2021-08-05,112.0,1.12,106.39999999999999
2021-08-06,107.0,1.07,101.64999999999999
2021-08-07,146.0,1.46,138.7
2021-08-08,147.0,1.47,139.65
2021-08-09,123.0,1.23,116.85
2021-08-10,105.0,1.05,99.75
2021-08-11,126.0,1.26,119.69999999999999
2021-08-12,132.0,1.32,125.39999999999999
2021-08-13,180.0,1.8,171.0
2021-08-14,153.0,1.53,145.35
2021-08-15,156.0,1.56,148.2
