stdDay,incDec,alpha_variants,delta_variants
2021-04-12,176.0,45.760000000000005,3.52
2021-04-13,168.0,43.68,3.36
2021-04-14,238.0,61.88,4.76
2021-04-15,224.0,58.24,4.48
2021-04-16,221.0,57.46,4.42
2021-04-17,209.0,54.34,4.18
2021-04-18,184.0,47.84,3.68
2021-04-19,146.0,37.96,2.92
2021-04-20,189.0,49.14,3.7800000000000002
2021-04-21,234.0,60.84,4.68
2021-04-22,222.0,57.72,4.44
2021-04-23,298.0,77.48,5.96
2021-04-24,244.0,63.440000000000005,4.88
2021-04-25,191.0,49.660000000000004,3.8200000000000003
2021-04-26,150.0,46.5,6.0
2021-04-27,195.0,60.45,7.8
2021-04-28,194.0,60.14,7.76
2021-04-29,182.0,56.42,7.28
2021-04-30,151.0,46.81,6.04
2021-05-01,190.0,58.9,7.6000000000000005
2021-05-02,145.0,44.95,5.8
2021-05-03,130.0,40.3,5.2
2021-05-04,124.0,38.44,4.96
2021-05-05,168.0,52.08,6.72
2021-05-06,142.0,44.02,5.68
2021-05-07,139.0,43.089999999999996,5.5600000000000005
2021-05-08,194.0,60.14,7.76
2021-05-09,149.0,46.19,5.96
2021-05-10,137.0,39.73,4.109999999999999
2021-05-11,137.0,39.73,4.109999999999999
2021-05-12,187.0,54.23,5.609999999999999
2021-05-13,226.0,65.53999999999999,6.779999999999999
2021-05-14,173.0,50.169999999999995,5.1899999999999995
2021-05-15,170.0,49.3,5.1
2021-05-16,161.0,46.69,4.83
2021-05-17,150.0,43.5,4.5
2021-05-18,137.0,39.73,4.109999999999999
2021-05-19,164.0,47.559999999999995,4.92
2021-05-20,187.0,54.23,5.609999999999999
2021-05-21,164.0,47.559999999999995,4.92
2021-05-22,165.0,47.849999999999994,4.95
2021-05-23,151.0,43.79,4.53
2021-05-24,122.0,6.1000000000000005,3.6599999999999997
2021-05-25,136.0,6.800000000000001,4.08
2021-05-26,189.0,9.450000000000001,5.67
2021-05-27,170.0,8.5,5.1
2021-05-28,149.0,7.45,4.47
2021-05-29,139.0,6.95,4.17
2021-05-30,160.0,8.0,4.8
2021-05-31,130.0,6.5,3.9
2021-06-01,116.0,5.800000000000001,3.48
2021-06-02,192.0,9.600000000000001,5.76
2021-06-03,211.0,10.55,6.33
2021-06-04,209.0,10.450000000000001,6.27
2021-06-05,211.0,10.55,6.33
2021-06-06,160.0,8.0,4.8
2021-06-07,151.0,18.12,21.14
2021-06-08,130.0,15.6,18.200000000000003
2021-06-09,161.0,19.32,22.540000000000003
2021-06-10,180.0,21.599999999999998,25.200000000000003
2021-06-11,173.0,20.759999999999998,24.220000000000002
2021-06-12,174.0,20.88,24.360000000000003
2021-06-13,149.0,17.88,20.860000000000003
2021-06-14,122.0,14.639999999999999,17.080000000000002
2021-06-15,120.0,14.399999999999999,16.8
2021-06-16,190.0,22.8,26.6
2021-06-17,183.0,21.96,25.62
2021-06-18,153.0,18.36,21.42
2021-06-19,145.0,17.4,20.3
2021-06-20,113.0,13.559999999999999,15.820000000000002
2021-06-21,91.0,10.92,35.49
2021-06-22,92.0,11.04,35.88
2021-06-23,191.0,22.919999999999998,74.49000000000001
2021-06-24,185.0,22.2,72.15
2021-06-25,183.0,21.96,71.37
2021-06-26,188.0,22.56,73.32000000000001
2021-06-27,173.0,20.759999999999998,67.47
2021-06-28,162.0,19.439999999999998,63.18
2021-06-29,230.0,27.599999999999998,89.7
2021-06-30,240.0,28.799999999999997,93.60000000000001
2021-07-01,249.0,29.88,97.11
2021-07-02,264.0,31.68,102.96000000000001
2021-07-03,252.0,30.24,98.28
2021-07-04,231.0,27.72,90.09
2021-07-05,220.0,13.2,129.79999999999998
2021-07-06,229.0,13.74,135.10999999999999
2021-07-07,367.0,22.02,216.53
2021-07-08,392.0,23.52,231.28
2021-07-09,405.0,24.3,238.95
2021-07-10,451.0,27.06,266.09
2021-07-11,407.0,24.419999999999998,240.13
2021-07-12,327.0,19.62,192.92999999999998
2021-07-13,318.0,19.08,187.61999999999998
2021-07-14,464.0,27.84,273.76
2021-07-15,496.0,29.759999999999998,292.64
2021-07-16,456.0,27.36,269.03999999999996
2021-07-17,393.0,23.58,231.86999999999998
2021-07-18,373.0,22.38,220.07
2021-07-19,340.0,10.2,261.8
2021-07-20,383.0,11.49,294.91
2021-07-21,465.0,13.95,358.05
2021-07-22,373.0,11.19,287.21
2021-07-23,415.0,12.45,319.55
2021-07-24,464.0,13.92,357.28000000000003
2021-07-25,320.0,9.6,246.4
2021-07-26,350.0,10.5,269.5
2021-07-27,373.0,11.19,287.21
2021-07-28,556.0,16.68,428.12
2021-07-29,469.0,14.07,361.13
2021-07-30,524.0,15.719999999999999,403.48
2021-07-31,395.0,11.85,304.15000000000003
2021-08-01,406.0,12.18,312.62
2021-08-02,337.0,3.37,320.15
2021-08-03,360.0,3.6,342.0
2021-08-04,487.0,4.87,462.65
2021-08-05,486.0,4.86,461.7
2021-08-06,462.0,4.62,438.9
2021-08-07,514.0,5.14,488.29999999999995
2021-08-08,462.0,4.62,438.9
2021-08-09,408.0,4.08,387.59999999999997
2021-08-10,420.0,4.2,399.0
2021-08-11,666.0,6.66,632.6999999999999
2021-08-12,575.0,5.75,546.25
2021-08-13,540.0,5.4,513.0
2021-08-14,573.0,5.73,544.35
2021-08-15,510.0,5.1000000000000005,484.5
