Date,Actual_Data,Predicted_Data
2022-12-19,467.04,467.04
2022-12-20,2207.04,2207.04
2022-12-21,3942.72,3942.72
2022-12-22,5477.28,5477.28
2022-12-23,6752.639999999999,6752.639999999999
2022-12-24,8110.08,8110.08
2022-12-25,9303.36,9303.36
2022-12-26,9241.919999999998,9241.919999999998
2022-12-27,9164.64,9164.64
2022-12-28,9119.52,9119.52
2022-12-29,8856.0,8856.0
2022-12-30,8878.08,8878.08
2022-12-31,8773.92,8773.92
2023-01-01,8769.599999999999,8769.599999999999
2023-01-02,8702.580000000002,8702.580000000002
2023-01-03,8785.77,8785.77
2023-01-04,8890.710000000001,8890.710000000001
2023-01-05,9166.65,9166.65
2023-01-06,9093.569999999998,9093.569999999998
2023-01-07,8984.279999999999,8984.279999999999
2023-01-08,8943.3,8943.3
2023-01-09,8925.629999999997,8925.629999999997
2023-01-10,8546.579999999998,8546.579999999998
2023-01-11,8105.969999999997,8105.969999999997
2023-01-12,7637.999999999996,7637.999999999996
2023-01-13,7396.32,7396.32
2023-01-14,7127.849999999999,7127.849999999999
2023-01-15,6847.41,6847.41
2023-01-16,6940.9000000000015,6940.9000000000015
2023-01-17,6747.239999999998,6747.239999999998
2023-01-18,6610.349999999999,6610.349999999999
2023-01-19,6479.84,6479.84
2023-01-20,6384.759999999998,6384.759999999998
2023-01-21,6419.940000000002,6419.940000000002
2023-01-22,6272.0,6272.0
2023-01-23,6097.0,6097.0
2023-01-24,5287.800000000003,5287.800000000003
2023-01-25,4832.099999999999,4832.099999999999
2023-01-26,4874.800000000003,4874.800000000003
2023-01-27,5106.5,5106.5
2023-01-28,5021.799999999996,5021.799999999996
2023-01-29,5094.599999999999,5094.599999999999
2023-01-30,5093.479999999996,5093.479999999996
2023-01-31,5415.459999999999,5415.459999999999
2023-02-01,5452.360000000001,5452.360000000001
2023-02-02,5139.0,5139.0
2023-02-03,4653.139999999999,4653.139999999999
2023-02-04,4411.0,4411.0
2023-02-05,4256.480000000003,4256.480000000003
2023-02-06,4235.760000000002,4235.760000000002
2023-02-07,4179.519999999997,4179.519999999997
2023-02-08,4112.18,4112.18
2023-02-09,4041.14,4041.14
2023-02-10,3978.240000000005,3978.240000000005
2023-02-11,3945.68,3945.68
2023-02-12,3748.099999999999,3748.099999999999
2023-02-13,3811.339999999997,3811.339999999997
2023-02-14,3746.800000000003,3746.800000000003
2023-02-15,3623.340000000004,3623.340000000004
2023-02-16,3508.299999999996,3508.299999999996
2023-02-17,3368.32,3368.32
2023-02-18,3205.0999999999985,3205.0999999999985
2023-02-19,3171.5999999999985,3171.5999999999985
2023-02-20,3053.520000000004,3053.520000000004
2023-02-21,2895.119999999996,2895.119999999996
2023-02-22,2720.159999999996,2720.159999999996
2023-02-23,2594.8800000000047,2594.8800000000047
2023-02-24,2565.3600000000006,2565.3600000000006
2023-02-25,2540.1600000000035,2540.1600000000035
2023-02-26,2388.959999999999,2388.959999999999
2023-02-27,2387.709999999999,2387.709999999999
2023-02-28,2320.600000000006,2320.600000000006
2023-03-01,2249.6299999999974,2249.6299999999974
2023-03-02,2110.279999999999,2110.279999999999
2023-03-03,2000.0199999999968,2000.0199999999968
2023-03-04,1974.1500000000012,1974.1500000000012
2023-03-05,2062.260000000002,2062.260000000002
2023-03-06,1900.7900000000009,1900.7900000000009
2023-03-07,1990.57,1990.57
2023-03-08,2005.9800000000032,2005.9800000000032
2023-03-09,2093.0800000000017,2093.0800000000017
2023-03-10,2076.3300000000017,2076.3300000000017
2023-03-11,2017.3699999999956,2017.3699999999956
2023-03-12,1914.1900000000023,1914.1900000000023
2023-03-13,2034.0299999999988,2034.0299999999988
2023-03-14,1894.0800000000015,1894.0800000000015
2023-03-15,1755.3199999999997,1755.3199999999997
2023-03-16,1657.25,1657.25
2023-03-17,1604.4199999999985,1604.4199999999985
2023-03-18,1538.050000000003,1538.050000000003
2023-03-19,1537.7599999999948,1537.7599999999948
2023-03-20,1480.6399999999994,1480.6399999999994
2023-03-21,1490.719999999994,1490.719999999994
2023-03-22,1531.5999999999983,1531.5999999999983
2023-03-23,1538.8799999999974,1538.8799999999974
2023-03-24,1541.6800000000003,1541.6800000000003
2023-03-25,1527.1200000000026,1527.1200000000026
2023-03-26,1492.4000000000087,1492.4000000000087
2023-03-27,1474.5299999999988,1474.5299999999988
2023-03-28,1348.4800000000032,1348.4800000000032
2023-03-29,1230.7200000000084,1230.7200000000084
2023-03-30,1151.969999999994,1151.969999999994
2023-03-31,1072.2699999999968,1072.2699999999968
2023-04-01,1020.229999999996,1020.229999999996
2023-04-02,956.6699999999984,956.6699999999984
2023-04-03,967.979999999996,967.979999999996
2023-04-04,954.7200000000012,954.7200000000012
2023-04-05,985.9199999999984,985.9199999999984
2023-04-06,986.7000000000116,986.7000000000116
2023-04-07,973.8300000000016,973.8300000000016
2023-04-08,950.820000000007,950.820000000007
2023-04-09,934.4400000000024,934.4400000000024
2023-04-10,901.6800000000076,901.6800000000076
2023-04-11,839.4100000000035,839.4100000000035
2023-04-12,750.75,750.75
2023-04-13,693.679999999993,693.679999999993
2023-04-14,647.5299999999988,647.5299999999988
2023-04-15,616.7200000000012,616.7200000000012
2023-04-16,566.0199999999895,566.0199999999895
2023-04-17,568.3600000000006,568.3600000000006
2023-04-18,583.4399999999878,583.4399999999878
2023-04-19,612.0399999999936,612.0399999999936
2023-04-20,627.3800000000047,627.3800000000047
2023-04-21,657.0200000000041,619.1647912858714
2023-04-22,694.1999999999971,627.4316950907867
2023-04-23,706.1600000000035,662.2684493382361
2023-04-24,712.3399999999965,751.0839116767405
2023-04-25,680.75,668.498262546303
2023-04-26,628.8800000000047,712.8191194775903
2023-04-27,600.3799999999901,776.3625280251475
2023-04-28,557.4700000000012,776.8470015777463
2023-04-29,514.9100000000035,725.5548583979521
2023-04-30,503.3099999999977,716.3098535869412
2023-05-01,494.570000000007,785.5926081329319
2023-05-02,504.2600000000093,684.6936973348361
2023-05-03,510.9100000000035,666.5373620226
2023-05-04,547.0100000000093,667.124779324371
