Date,Actual_Data,Predicted_Data
2022-12-19,7.709827312313362,0.0
2022-12-20,1.6325809177568005,0.0
2022-12-21,0.8105314702115589,0.0
2022-12-22,0.486252341411841,0.0
2022-12-23,0.4207757396584232,0.0
2022-12-24,0.3087437922329072,0.0
2022-12-25,0.0917914164672398,0.0
2022-12-26,0.3790631421398001,0.0
2022-12-27,0.3895104425255874,0.0
2022-12-28,0.295581332624635,0.0
2022-12-29,0.3115351054506625,0.0
2022-12-30,0.3011554174705793,0.0
2022-12-31,0.2892237485234821,0.0
2023-01-01,0.0825187553822114,0.0
2023-01-02,0.4297260005532289,0.0
2023-01-03,0.4385792109865927,0.0
2023-01-04,0.3748693308615453,0.0
2023-01-05,0.2880413219200521,0.0
2023-01-06,0.2718307648682885,0.0
2023-01-07,0.2765985520377534,0.0
2023-01-08,0.0780612863113898,0.0
2023-01-09,0.3324140131450448,0.0
2023-01-10,0.3450150192692292,0.0
2023-01-11,0.2907266332125398,0.0
2023-01-12,0.2809009853009137,0.0
2023-01-13,0.2590411905451759,0.0
2023-01-14,0.2667259357661797,0.0
2023-01-15,0.1331838995680059,0.0
2023-01-16,0.3706483623855924,0.0
2023-01-17,0.3970130910351391,0.0
2023-01-18,0.3160124183855431,0.0
2023-01-19,0.3016926764116942,0.0
2023-01-20,0.3153090232898534,0.0
2023-01-21,0.2474581099187365,0.0
2023-01-22,0.0845941559304935,0.0
2023-01-23,0.1322242829039269,0.0
2023-01-24,0.318824398129389,0.0
2023-01-25,0.4553959192780408,0.0
2023-01-26,0.5105690278024451,0.0
2023-01-27,0.3597044728817037,0.0
2023-01-28,0.3519225243215141,0.0
2023-01-29,0.1052782736259642,0.0
2023-01-30,0.3000251751586237,0.0
2023-01-31,0.3292860301991844,0.0
2023-02-01,0.2777597429781326,0.0
2023-02-02,0.2750608921365134,0.0
2023-02-03,0.2802282743626882,0.0
2023-02-04,0.324264286197016,0.0
2023-02-05,0.1143269375944511,0.0
2023-02-06,0.3334180280538282,0.0
2023-02-07,0.3920915842958006,0.0
2023-02-08,0.3311245776511071,0.0
2023-02-09,0.3166686434704501,0.0
2023-02-10,0.3110529611294932,0.0
2023-02-11,0.2514928235517714,0.0
2023-02-12,0.1683721852688512,0.0
2023-02-13,0.3334020234810156,0.0
2023-02-14,0.3653367811747741,0.0
2023-02-15,0.3060607084057236,0.0
2023-02-16,0.2765203117148501,0.0
2023-02-17,0.2607330515419039,0.0
2023-02-18,0.2862828782316874,0.0
2023-02-19,0.1157844561219483,0.0
2023-02-20,0.3012510813021408,0.0
2023-02-21,0.3381230406705297,0.0
2023-02-22,0.3044495879410533,0.0
2023-02-23,0.3512949766661559,0.0
2023-02-24,0.3199722972964541,0.0
2023-02-25,0.2277218635746482,0.0
2023-02-26,0.1530149924340958,0.16628217697143555
2023-02-27,0.3228278079054428,0.2699775695800781
2023-02-28,0.3545622862589109,0.3169311583042145
2023-03-01,0.2302978725402453,0.33581554889678955
2023-03-02,0.3124251165896563,0.32892724871635437
2023-03-03,0.3822159913651036,0.30807167291641235
2023-03-04,0.3959393606475675,0.21803395450115204
2023-03-05,0.0007376509645623,0.14626747369766235
2023-03-06,0.5130010143741599,0.2963266968727112
2023-03-07,0.4312812915905251,0.2968097925186157
2023-03-08,0.3575907362711909,0.26150256395339966
2023-03-09,0.2984584044190649,0.3229983150959015
2023-03-10,0.3046538060314535,0.4002683162689209
2023-03-11,0.2721093640226031,0.38151752948760986
2023-03-12,0.1433304061570927,-0.023825008422136307
2023-03-13,0.3241231692683511,0.5306693315505981
2023-03-14,0.2876209394250008,0.41407081484794617
2023-03-15,0.2806718256920701,0.3595322072505951
2023-03-16,0.3043244427353622,0.319450706243515
2023-03-17,0.3009298315828386,0.298606276512146
