,22D_origin,22D_Predicted
2023-02-19,195.84,164.87625
2023-02-20,97.92,145.58183
2023-02-21,200.88,253.68417
2023-02-22,293.04,280.302
2023-02-23,239.76001,239.68272
2023-02-24,217.44002,230.22487
2023-02-25,188.64001,224.16115
2023-02-26,223.20001,158.52074
2023-02-27,72.36,162.6565
2023-02-28,177.55,217.70897
2023-03-01,230.48,219.74263
2023-03-02,158.79,194.00813
2023-03-03,166.83,190.65572
2023-03-04,209.71,184.60886
2023-03-05,179.56,132.8874
2023-03-06,62.98,130.98898
2023-03-07,198.31999,233.63577
2023-03-08,236.51001,257.63574
2023-03-09,213.06,213.02806
2023-03-10,227.8,208.88474
2023-03-11,190.28001,206.19568
2023-03-12,188.94,146.66693
2023-03-13,60.480003,117.11943
2023-03-14,149.51999,156.69133
2023-03-15,197.68001,172.69757
2023-03-16,150.08,157.321
2023-03-17,130.48,161.62498
2023-03-18,159.6,170.74512
2023-03-19,137.76,105.503555
2023-03-20,75.6,101.8033
2023-03-21,157.92,181.85818
2023-03-22,229.04001,203.26976
2023-03-23,197.68001,172.16321
2023-03-24,151.2,171.17923
2023-03-25,160.72,174.40167
2023-03-26,127.67999,119.10521
2023-03-27,55.77,105.00241
2023-03-28,114.66,122.81299
2023-03-29,154.05,134.44855
2023-03-30,127.14,142.68674
2023-03-31,131.04001,151.319
2023-04-01,131.43,151.0637
2023-04-02,130.65,72.44461
2023-04-03,60.84,99.666985
2023-04-04,157.17,166.15187
2023-04-05,217.62,181.53479
2023-04-06,166.53,150.4402
2023-04-07,133.38,145.66092
2023-04-08,130.65,134.76741
2023-04-09,124.409996,61.08169
2023-04-10,37.440002,48.446804
2023-04-11,83.46,73.63382
2023-04-12,118.299995,82.160065
2023-04-13,87.88,80.61122
2023-04-14,96.46,97.25152
2023-04-15,102.96,101.91097
2023-04-16,74.880005,37.76633
2023-04-17,50.96,57.0785
2023-04-18,100.62,113.03855
2023-04-19,146.12,121.808754
2023-04-20,112.579994,105.156364
2023-04-21,110.759995,101.65159
2023-04-22,111.28,89.28419
2023-04-23,92.03999,56.54661
2023-04-24,36.48,49.481102
2023-04-25,77.33,69.91588
2023-04-26,104.69,76.4321
2023-04-27,77.9,72.88227
2023-04-28,77.33,79.93957
2023-04-29,91.2,93.5501
2023-04-30,75.24,71.68608
2023-05-01,51.3,38.01276
2023-05-02,72.58,82.99609
2023-05-03,109.06,114.26844
2023-05-04,116.09,92.15969
