,23A_origin,23A_Predicted
2023-02-19,21.76,32.24076
2023-02-20,10.88,23.176674
2023-02-21,22.32,39.10229
2023-02-22,32.559998,50.8962
2023-02-23,26.64,38.87615
2023-02-24,24.16,37.06023
2023-02-25,20.960001,41.50136
2023-02-26,24.800001,34.35785
2023-02-27,16.2,24.838718
2023-02-28,39.75,43.7779
2023-03-01,51.600002,58.23733
2023-03-02,35.55,46.63211
2023-03-03,37.35,43.321617
2023-03-04,46.95,49.424706
2023-03-05,40.2,41.947395
2023-03-06,14.1,31.193167
2023-03-07,44.399998,56.295334
2023-03-08,52.95,73.73804
2023-03-09,47.7,53.45054
2023-03-10,51.0,53.065388
2023-03-11,42.6,63.478767
2023-03-12,42.3,50.670486
2023-03-13,31.320002,35.01527
2023-03-14,77.43,69.284615
2023-03-15,102.37,90.21451
2023-03-16,77.72,70.205246
2023-03-17,67.57,71.19917
2023-03-18,82.65,82.352295
2023-03-19,71.34,69.53094
2023-03-20,39.149998,48.41747
2023-03-21,81.78,97.98552
2023-03-22,118.61,124.84208
2023-03-23,102.37,94.8638
2023-03-24,78.299995,93.795395
2023-03-25,83.229996,107.79477
2023-03-26,66.12,90.3289
2023-03-27,65.78,61.78502
2023-03-28,135.24,120.69305
2023-03-29,181.70001,162.68462
2023-03-30,149.95999,127.87944
2023-03-31,154.56,121.52305
2023-04-01,155.01999,140.97899
2023-04-02,154.1,116.56944
2023-04-03,71.76,85.71947
2023-04-04,185.37999,164.03249
2023-04-05,256.68,213.21396
2023-04-06,196.41998,170.59273
2023-04-07,157.32,158.05185
2023-04-08,154.1,183.60648
2023-04-09,146.73999,153.96748
2023-04-10,80.64,104.78158
2023-04-11,179.76,203.2311
2023-04-12,254.79999,264.90115
2023-04-13,189.28,209.76306
2023-04-14,207.76,189.27783
2023-04-15,221.76,217.73972
2023-04-16,161.28,184.27696
2023-04-17,109.759995,125.69413
2023-04-18,216.72,235.6239
2023-04-19,314.72,312.3082
2023-04-20,242.48,239.6521
2023-04-21,238.56,229.22862
2023-04-22,239.68,256.295
2023-04-23,198.23999,211.74715
2023-04-24,122.880005,135.21284
2023-04-25,260.47998,268.2466
2023-04-26,352.63998,360.8254
2023-04-27,262.4,271.88284
2023-04-28,260.47998,257.8522
2023-04-29,307.2,297.28757
2023-04-30,253.44,236.17004
2023-05-01,172.8,161.54842
2023-05-02,244.48,298.13446
2023-05-03,367.36,394.86972
2023-05-04,391.03998,307.01736
