,Alpha_origin,Alpha_Predicted
2021-06-13,0.36,0.42107636
2021-06-14,0.48000002,0.40498304
2021-06-15,0.48000002,0.39239886
2021-06-16,0.120000005,0.3614196
2021-06-17,0.71999997,0.3735292
2021-06-18,0.24000001,0.3527366
2021-06-19,0.48000002,0.31665033
2021-06-20,0.36,0.30497506
2021-06-21,0.24000001,0.29344532
2021-06-22,0.24000001,0.30649203
2021-06-23,0.48000002,0.35234347
2021-06-24,0.120000005,0.48204994
2021-06-25,0.59999996,0.6456736
2021-06-26,0.96,0.7860255
2021-06-27,1.44,0.8749822
2021-06-28,0.84,0.8148754
2021-06-29,0.24000001,0.724705
2021-06-30,0.71999997,0.6686694
2021-07-01,0.84,0.6191851
2021-07-02,0.24000001,0.45114517
2021-07-03,0.36,0.3742326
2021-07-04,0.36,0.3808836
2021-07-05,0.42000002,0.36392632
2021-07-06,0.24000001,0.36295798
2021-07-07,0.65999997,0.24717355
2021-07-08,0.120000005,0.27579826
2021-07-09,0.24000001,0.54745317
2021-07-10,1.2599999,0.9800471
2021-07-11,1.38,1.0788859
2021-07-12,0.84,0.9956277
2021-07-13,0.53999996,0.8717865
2021-07-14,0.9,1.004619
2021-07-15,1.2599999,1.1718097
2021-07-16,1.38,1.1973245
2021-07-17,0.71999997,0.8430307
2021-07-18,1.38,0.7710066
2021-07-19,0.42000002,0.86444104
2021-07-20,0.74999994,0.74949986
2021-07-21,0.69,0.60739005
2021-07-22,0.32999998,0.422506
2021-07-23,0.26999998,0.36023813
2021-07-24,0.26999998,0.44158834
2021-07-25,0.39,0.48927638
2021-07-26,0.53999996,0.5213951
2021-07-27,0.69,0.56313676
2021-07-28,0.81,0.6076973
2021-07-29,1.17,0.6188154
2021-07-30,0.74999994,0.5961574
2021-07-31,0.65999997,0.5275819
2021-08-01,0.42000002,0.46257767
2021-08-02,0.17,0.38365
2021-08-03,0.18,0.30617446
2021-08-04,0.16,0.23412071
2021-08-05,0.17,0.1723698
2021-08-06,0.14,0.15143025
2021-08-07,0.18,0.13373478
2021-08-08,0.32,0.1568078
2021-08-09,0.19,0.15833119
2021-08-10,0.15,0.18984434
2021-08-11,0.2,0.24446537
2021-08-12,0.2,0.25092435
2021-08-13,0.15,0.27108166
2021-08-14,0.17,0.27257648
2021-08-15,0.29,0.25838313
