,deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-20
1,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-21
2,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-22
3,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-23
4,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-24
5,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-25
6,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-26
7,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-27
8,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-28
9,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-29
10,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-30
11,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-31
12,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-01
13,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-02
14,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-03
15,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-04
16,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-05
17,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-06
18,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-07
19,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-08
20,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-09
21,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-10
22,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-11
23,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-12
24,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-13
25,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-14
26,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-15
27,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-16
28,0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-17
29,0,1,대구,Daegu,1,0,1,1,0,0.0,2020-02-18
30,0,28,대구,Daegu,27,0,28,27,0,0.0,2020-02-19
31,0,40,대구,Daegu,12,0,40,12,0,0.0,2020-02-20
32,0,84,대구,Daegu,44,0,84,44,0,0.0,2020-02-21
33,0,151,대구,Daegu,67,0,151,67,0,0.0,2020-02-22
34,0,287,대구,Daegu,136,0,287,136,0,0.0,2020-02-23
35,1,439,대구,Daegu,152,0,438,152,0,0.0,2020-02-24
36,2,493,대구,Daegu,54,0,491,54,0,0.0,2020-02-25
37,3,677,대구,Daegu,184,0,674,184,0,0.0,2020-02-26
38,4,1017,대구,Daegu,340,0,1013,340,0,0.0,2020-02-27
39,5,1313,대구,Daegu,296,0,1308,296,0,0.0,2020-02-28
40,8,2055,대구,Daegu,742,0,2047,742,0,0.0,2020-02-29
41,9,2567,대구,Daegu,512,0,2558,512,0,0.0,2020-03-01
42,15,3084,대구,Daegu,517,0,3069,517,0,126.58,2020-03-02
43,20,3604,대구,Daegu,520,2,3582,520,0,147.92,2020-03-03
44,24,4002,대구,Daegu,398,8,3970,398,0,164.25,2020-03-04
45,27,4328,대구,Daegu,326,35,4266,326,0,177.63,2020-03-05
46,30,4695,대구,Daegu,367,52,4613,367,0,192.7,2020-03-06
47,31,5085,대구,Daegu,390,60,4994,390,0,208.7,2020-03-07
48,35,5382,대구,Daegu,297,69,5278,297,0,220.89,2020-03-08
49,35,5572,대구,Daegu,190,75,5462,190,0,228.69,2020-03-09
50,38,5664,대구,Daegu,92,85,5541,92,0,232.47,2020-03-10
51,44,5795,대구,Daegu,131,117,5634,131,0,237.84,2020-03-11
52,48,5867,대구,Daegu,72,145,5674,71,1,240.8,2020-03-12
53,48,5928,대구,Daegu,61,254,5626,61,0,243.3,2020-03-13
54,51,5990,대구,Daegu,62,355,5584,62,0,245.85,2020-03-14
