,Infected,predicted_Infected
2020-05-08,0,0.0
2020-05-09,0,0.0
2020-05-10,0,0.0
2020-05-11,0,0.0
2020-05-12,0,0.0
2020-05-13,0,0.0
2020-05-14,0,0.0
2020-05-15,0,0.0
2020-05-16,0,0.0
2020-05-17,0,0.0
2020-05-18,0,0.0
2020-05-19,0,0.0
2020-05-20,0,0.0
2020-05-21,0,0.0
2020-05-22,0,0.0
2020-05-23,0,0.0
2020-05-24,0,0.0
2020-05-25,0,0.0
2020-05-26,0,0.0
2020-05-27,0,0.0
2020-05-28,0,0.0
2020-05-29,0,0.0
2020-05-30,2,0.0
2020-05-31,2,2.0
2020-06-01,2,2.0
2020-06-02,2,2.0
2020-06-03,2,2.0
2020-06-04,2,2.0
2020-06-05,2,2.0
2020-06-06,2,2.0
2020-06-07,2,2.0
2020-06-08,2,2.0
2020-06-09,2,2.0
2020-06-10,2,2.0
2020-06-11,2,2.0
2020-06-12,2,0.0
2020-06-13,0,2.0
2020-06-14,0,0.0
2020-06-15,0,0.0
2020-06-16,0,0.0
2020-06-17,0,0.0
2020-06-18,0,0.0
2020-06-19,0,0.0
2020-06-20,0,0.0
2020-06-21,1,0.0
2020-06-22,1,1.0
2020-06-23,1,1.0
2020-06-24,1,1.0
2020-06-25,1,1.0
2020-06-26,1,1.0
2020-06-27,1,5.0
2020-06-28,5,1.7999999999999998
2020-06-29,9,6.666666666666666
2020-06-30,12,18.0
2020-07-01,24,23.0
2020-07-02,46,27.130434782608695
2020-07-03,52,53.07692307692307
2020-07-04,60,65.0
2020-07-05,75,65.6
2020-07-06,82,80.48780487804879
2020-07-07,88,89.45454545454545
2020-07-08,96,101.75
2020-07-09,111,98.59459459459458
2020-07-10,114,119.76315789473685
2020-07-11,123,114.92682926829268
2020-07-12,124,125.9758064516129
2020-07-13,127,122.04724409448819
2020-07-14,125,115.824
2020-07-15,114,101.9736842105263
2020-07-16,93,112.7741935483871
2020-07-17,92,84.91304347826087
2020-07-18,84,85.42857142857143
2020-07-19,78,77.53846153846155
2020-07-20,72,71.5
2020-07-21,66,67.63636363636363
2020-07-22,62,59.61290322580644
2020-07-23,56,60.89285714285714
2020-07-24,55,46.83636363636364
2020-07-25,46,50.217391304347835
2020-07-26,42,38.333333333333336
2020-07-27,35,40.800000000000004
2020-07-28,34,35.0
2020-07-29,34,33.0
2020-07-30,33,28.848484848484848
2020-07-31,28,33.0
2020-08-01,28,18.999999999999996
2020-08-02,19,26.526315789473685
2020-08-03,18,21.111111111111107
2020-08-04,20,15.3
2020-08-05,17,9.411764705882353
2020-08-06,8,12.75
2020-08-07,6,8.0
2020-08-08,6,7.0
2020-08-09,7,6.0
2020-08-10,7,7.0
2020-08-11,7,12.0
2020-08-12,12,8.166666666666666
2020-08-13,14,13.714285714285714
2020-08-14,16,14.875
2020-08-15,17,21.64705882352941
2020-08-16,23,22.17391304347826
2020-08-17,30,24.53333333333333
2020-08-18,32,34.6875
2020-08-19,37,32.86486486486486
2020-08-20,38,41.868421052631575
2020-08-21,43,47.72093023255814
2020-08-22,54,54.94444444444445
2020-08-23,69,54.782608695652165
2020-08-24,70,72.94285714285715
2020-08-25,74,70.94594594594595
2020-08-26,75,110.50666666666667
2020-08-27,112,85.04464285714286
2020-08-28,127,125.22834645669292
2020-08-29,142,122.52816901408451
2020-08-30,137,144.0729927007299
2020-08-31,139,137.00000000000003
2020-09-01,139,143.0
2020-09-02,143,143.86013986013987
2020-09-03,148,148.7972972972973
2020-09-04,154,145.11688311688312
2020-09-05,151,143.80132450331126
2020-09-06,141,159.56737588652484
